name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
AustainoPatrick,https://www.nairaland.com/austainopatrick,Anambra state,"April 10, 2018",1:45pm,Action is the real measure of intelligence.,m,,4 days & 10 hours
Elliotwealth1,https://www.nairaland.com/elliotwealth1,Benin ,"December 18, 2020",1:42am On Jul 16,"Hello, We are available for all services. Check my profile pic for more info ",m,Elliot_W3alth,4 days & 20 hours
swagasoft,https://www.nairaland.com/swagasoft,,"September 22, 2021",1:32pm On Nov 27,,,,13 minutes & 29 seconds
babalymato,https://www.nairaland.com/babalymato,,"November 25, 2019",10:26am,,,,17 days & 22 hours
Dway911,https://www.nairaland.com/dway911,,"November 10, 2016",9:29pm On Jul 24,,m,@ikpeuzo,14 days & 16 hours
Engrmartin4jesu,https://www.nairaland.com/engrmartin4jesu,ENUGU,"May 17, 2016",4:33pm On Jan 27,"Why Pay High for Udemy, Edx, Coursera Courses while you can get all compiled at 50% discount &watch offline for all disciplines: CALL MARTIN:08160158194",m,@OdogwuMartin,4 hours & 6 minutes
asiwajusirkay,https://www.nairaland.com/asiwajusirkay,Lagos,"September 17, 2015",12:25am,,m,,1 month & 27 days
Mercyfolash,https://www.nairaland.com/mercyfolash,,"March 08, 2019",5:01pm On May 13,,,,15 hours & 8 minutes
Mach16,https://www.nairaland.com/mach16,,"June 22, 2021",12:25pm On Jun 11,,,,20 days & 4 hours
sylve11,https://www.nairaland.com/sylve11,Base!,"March 30, 2008",4:11pm,There's a fine line between a hobby and mental illness.. ,,,6 months & 16 days
Supermajor,https://www.nairaland.com/supermajor,,"February 15, 2012",3:04pm,God is Good,m,,1 month & 25 days
Chudi147,https://www.nairaland.com/chudi147,Lagos,"February 11, 2018",3:59pm On Oct 15,Footbal lover. Gamer. Music Addict. Low-key Comedian. Tech. Lover of both Big Wiz and Davido. Hate Politics. Passionate.,m,,1 day & 5 hours
Unyione,https://www.nairaland.com/unyione,,"June 12, 2017",11:02am On May 14,,,,6 hours & 36 minutes
LeoMaxUFitTALK,https://www.nairaland.com/leomaxufittalk,,"July 12, 2021",11:58pm On Nov 06,,,,4 days & 23 hours
eqqie,https://www.nairaland.com/eqqie,,"May 02, 2017",10:59pm On Jan 04,,m,,9 days & 4 hours
Bipki,https://www.nairaland.com/bipki,,"October 16, 2021",12:22pm On Oct 21,,,,28 minutes & 8 seconds
mishraakash,https://www.nairaland.com/mishraakash,,"October 18, 2021",1:41am On Oct 20,,,,3 minutes & 49 seconds
Darealrick,https://www.nairaland.com/darealrick,"Atan-Ota,Ogun state","October 23, 2021",12:04pm On May 25,"Sense is not just knowing something, its knowing how to use that info to your benefit",m,,14 hours & 29 minutes
Funolu,https://www.nairaland.com/funolu,,"January 15, 2021",5:35pm On Feb 09,,,,1 day & 18 hours
Ajibade123,https://www.nairaland.com/ajibade123,"Lagos, Ota","September 27, 2017",7:38pm On Jul 24,... Watsapp 08178555400 Gmail ajibadeemmanuel58@gmail.com,m,ajy_update,1 month & 20 days
Tolexander,https://www.nairaland.com/tolexander,In the Nairaland traffic,"March 25, 2010",7:45pm On Jul 23,,,someone twitting is a Twitter!,9 months & 1 day
Idamond,https://www.nairaland.com/idamond,Nigeria,"September 01, 2016",3:53pm,Christ in me.. Jesus Is Our redemption,m,nevermind but it's the best before nairaland ,1 month & 15 days
Katty001,https://www.nairaland.com/katty001,,"October 29, 2021",8:02am On Feb 14,,,,29 minutes & 54 seconds
9jatym,https://www.nairaland.com/9jatym,Nigeria,"June 25, 2015",5:53pm On Nov 06,Love me for who i am and not what i am not,m,Www.twitter.com/9jatym,6 hours & 50 minutes
Sku8Tufik,https://www.nairaland.com/sku8tufik,Congo,"August 16, 2021",12:26pm On Jul 09,,,,3 hours & 43 minutes
Big2T,https://www.nairaland.com/big2t,,"September 19, 2021",3:52pm,,m,,12 days & 23 hours
TheManOfTheYear,https://www.nairaland.com/themanoftheyear,,"October 19, 2017",3:14pm,"Head or tail, there have to be an outcome.  ",,,1 month & 27 days
Ayzeeez,https://www.nairaland.com/ayzeeez,,"August 04, 2012",2:53am On Nov 23,,,,1 day & 5 hours
Solomon6383,https://www.nairaland.com/solomon6383,,"July 19, 2020",2:19pm On Nov 11,,,,8 hours & 32 minutes
mircos,https://www.nairaland.com/mircos,,"July 08, 2020",12:34pm On Jul 21,,,,1 hour & 10 minutes
ahanapearl1990,https://www.nairaland.com/ahanapearl1990,USA,"November 12, 2021",11:39am On Jul 21,"I'm a business consultant with extensive of experience in mobile application development industry, offers review and suggestion for mobile applications.",f,,10 hours & 2 minutes
Arikra,https://www.nairaland.com/arikra,,"November 28, 2021",1:22am On Nov 30,,,,27 minutes & 5 seconds
sterlingsherry,https://www.nairaland.com/sterlingsherry,New York,"December 02, 2021",7:52am On Dec 02,Sterling Sherry,m,,13 minutes & 47 seconds
alloybelesta,https://www.nairaland.com/alloybelesta,,"December 02, 2021",12:24pm On Dec 02,,,,51 seconds
codewithfemi,https://www.nairaland.com/codewithfemi,,"December 05, 2021",1:13pm,,,,5 hours & 11 minutes
Abdul240,https://www.nairaland.com/abdul240,Kano state,"June 16, 2013",11:14am On Jul 24,No man can lose on a straight road,m,@AbdulAliyuCisse,1 month & 8 days
Faaavvv,https://www.nairaland.com/faaavvv,,"August 03, 2020",1:08pm On Jul 24,,,,6 days & 5 hours
Moziskito,https://www.nairaland.com/moziskito,Calabar,"December 08, 2021",8:31pm On Feb 18,,m,,14 hours & 26 minutes
quivah,https://www.nairaland.com/quivah,ahead of you...,"January 07, 2013",7:22am On Jul 24,you have no right to judge me if you can't die for my sins.,f,,5 months & 7 days
Jacibaby422,https://www.nairaland.com/jacibaby422,Lagos,"March 25, 2016",3:53pm On Jun 20,"Click on the link in my signature to Win new gear & take the survey, https://www.adaezefestusblog.com, ",f,,19 hours & 34 minutes
adeleyeayodeji,https://www.nairaland.com/adeleyeayodeji,,"July 18, 2019",9:58pm On Jul 23,,,,11 hours & 47 minutes
COZA,https://www.nairaland.com/coza,Naija,"June 30, 2019",12:24pm,,m,,1 month & 18 days
dbestuncle,https://www.nairaland.com/dbestuncle,,"December 01, 2014",3:46pm,You believe it or not. Heaven n Hell is REAL n d choice is urs n mine.,,,1 month & 13 days
TClassique,https://www.nairaland.com/tclassique,,"December 16, 2021",1:10pm On May 12,,,,1 day & 13 hours
mgknp10,https://www.nairaland.com/mgknp10,India,"August 20, 2021",1:53pm On Dec 21,,m,,5 minutes & 27 seconds
clevybrown,https://www.nairaland.com/clevybrown,,"October 03, 2018",12:26am On Jul 19,,m,,1 month & 17 days
qdlegrand,https://www.nairaland.com/qdlegrand,Nigeria,"September 13, 2019",5:14pm On Jul 24,I'm a proficient exchanger,m,,7 days & 8 hours
GHOSTMODEBIZA,https://www.nairaland.com/ghostmodebiza,,"March 25, 2021",7:19pm On Feb 20,,,,1 day & 21 hours
Joydan95,https://www.nairaland.com/joydan95,,"January 31, 2021",4:46pm On Jul 24,,,,9 days & 14 hours
Dukio,https://www.nairaland.com/dukio,,"December 06, 2021",6:10pm On Jun 06,,,,5 days & 1 hour
Olumighty123,https://www.nairaland.com/olumighty123,All round network,"December 02, 2017",4:46pm,"Whatever happens, happen.",m,,1 month & 10 days
glimpse,https://www.nairaland.com/glimpse,,"April 25, 2012",2:05pm,Friends and money are siamese twins,f,,6 months & 21 days
Imoleholuuu,https://www.nairaland.com/imoleholuuu,,"September 30, 2021",7:35pm On Jul 19,,f,,15 hours & 53 minutes
jarrot,https://www.nairaland.com/jarrot,,"February 18, 2016",4:45pm,Be the change you want to see in the world.,m,,3 months & 29 days
Nostradamus1,https://www.nairaland.com/nostradamus1,Here and There,"January 01, 2020",8:52am,Semper fi,,,1 month & 16 days
Jamesnathaniel,https://www.nairaland.com/jamesnathaniel,Akoka,"July 05, 2012",12:20pm On Apr 20,,m,jamesnathaniel6,4 hours & 13 minutes
Damres,https://www.nairaland.com/damres,,"April 05, 2018",10:29am,,,,7 days & 22 hours
Omotaday,https://www.nairaland.com/omotaday,,"September 06, 2014",3:31pm,"Hope for the best,plan for the worst because chance favours the prepared mind.",m,,5 months & 17 days
Kenny242,https://www.nairaland.com/kenny242,Kaduna,"May 30, 2019",8:44pm On Jul 24,call 09011five213five3,m,@iammohammet ,1 month & 18 days
FahBuLous,https://www.nairaland.com/fahbulous,Asaba,"June 19, 2020",11:19am On Jul 24,Proper Planning Prevents Poor Performance,,,1 month & 7 days
silentshots,https://www.nairaland.com/silentshots,,"February 18, 2015",8:06am,,,,6 days & 9 hours
itzyoungstar,https://www.nairaland.com/itzyoungstar,,"January 22, 2022",7:16pm On Jan 27,Sup i am just cool,f,,47 minutes & 54 seconds
reality1010,https://www.nairaland.com/reality1010,,"June 26, 2017",7:42am On Jul 11,,,,11 days & 2 hours
deept,https://www.nairaland.com/deept,Ame4na,"April 04, 2008",4:47pm,,m,,4 months & 8 days
Tobedated,https://www.nairaland.com/tobedated,,"September 28, 2021",3:03pm,"Life's a Marathon, Not a Sprint",m,@AdebisiTobil,17 days
Winornothing,https://www.nairaland.com/winornothing,Somewhere on Earth,"February 16, 2021",12:21pm On Mar 04,We're winning,m,,8 days & 19 hours
Edipet,https://www.nairaland.com/edipet,,"April 01, 2019",3:30pm On Jul 11,,m,,24 days
akshayadivas,https://www.nairaland.com/akshayadivas,,"February 10, 2022",6:14am On Feb 10,,,,13 minutes & 40 seconds
tolusneh,https://www.nairaland.com/tolusneh,,"July 14, 2016",11:03am On May 27,,,,5 hours & 14 minutes
Cravemore,https://www.nairaland.com/cravemore,,"September 11, 2021",2:24pm,,,,7 days & 23 hours
Kryzboy,https://www.nairaland.com/kryzboy,Lagos Nigeria,"September 30, 2019",7:41pm On Jun 20,,m,,2 days & 2 hours
Agape123,https://www.nairaland.com/agape123,,"March 19, 2021",3:57pm,Full Stack Web developer,,,17 days & 7 hours
nehaadmec,https://www.nairaland.com/nehaadmec,,"January 31, 2022",6:24am On Feb 18,,,,22 minutes & 43 seconds
Xbolmax,https://www.nairaland.com/xbolmax,Lagos,"January 06, 2017",2:09pm On Jul 22,,,Xbolmax,2 months & 17 days
romeo411,https://www.nairaland.com/romeo411,,"July 25, 2017",4:46pm,Love what am about doing,m,,4 days & 9 hours
nnekabincom,https://www.nairaland.com/nnekabincom,,"January 31, 2022",6:16pm On Apr 01,,,,2 hours & 52 minutes
Okekeijeoma,https://www.nairaland.com/okekeijeoma,,"February 26, 2022",11:14am On Apr 04,,,,59 minutes
Think9ja,https://www.nairaland.com/think9ja,"Uke District, Karu Local Government Area, Nasarawa State, Central Nigeria.","June 12, 2020",7:41am,,m,,21 days & 23 hours
Fabnas,https://www.nairaland.com/fabnas,,"July 27, 2015",12:07pm On Jul 08,,m,,8 days & 8 hours
Amen67,https://www.nairaland.com/amen67,,"February 03, 2022",3:44pm On Mar 04,,,,21 minutes & 15 seconds
preshogor,https://www.nairaland.com/preshogor,,"January 21, 2022",1:58pm On Apr 21,,,,5 hours & 57 minutes
EzekielMab,https://www.nairaland.com/ezekielmab,,"February 19, 2012",2:05am On Mar 07,,m,,12 days & 5 hours
Able230,https://www.nairaland.com/able230,,"March 07, 2022",10:17am On May 07,,,,17 minutes & 17 seconds
bldrkamal,https://www.nairaland.com/bldrkamal,,"March 09, 2022",4:47pm,,m,,8 hours & 22 minutes
autodelovi,https://www.nairaland.com/autodelovi,,"February 06, 2021",8:06pm On Mar 09,,,,31 minutes & 34 seconds
Ubuane2,https://www.nairaland.com/ubuane2,,"March 11, 2022",2:49pm On Mar 11,,,,17 minutes & 9 seconds
Spikes123,https://www.nairaland.com/spikes123,Lagos,"December 06, 2016",7:57pm On Jul 24,,,Davidotokinews,5 days & 22 hours
Obas101,https://www.nairaland.com/obas101,,"August 11, 2015",4:07pm On May 28,"“Never forget what you are, for surely the world will not. Make it your strength. Then it can never be your weakness. Armour yourself in it, and it will never be used to hurt you.”  ― George R.R. Martin, A Game of Thrones",m,,1 month & 23 days
Emmynator,https://www.nairaland.com/emmynator,Abuja ,"October 16, 2019",1:24am,"if we all light up, we can scare away the dark",m,,1 month & 12 days
islamics,https://www.nairaland.com/islamics,"""العرض""","January 24, 2009",8:44pm On Jul 22,"Not a Saint but a Servant of Allah, The Most Merciful.",m,,2 months & 26 days
Tinymayour,https://www.nairaland.com/tinymayour,,"December 18, 2019",8:35am On Jul 17,,,,2 days & 3 hours
micolaj,https://www.nairaland.com/micolaj,,"April 03, 2012",8:05am,"No matter what, life goes on",,micolaj@twitter.com,3 months & 28 days
abbenism001,https://www.nairaland.com/abbenism001,lagos,"July 17, 2013",11:25am,,m,,19 days & 2 hours
johnyPal,https://www.nairaland.com/johnypal,Earth,"March 26, 2022",1:26pm On Apr 02,"Hi! My name is John! I`m a junior web-designer. I like a coding, Lo-Fi music and coding while listening Lo-Fi music)",m,,53 minutes & 50 seconds
CyberBishop,https://www.nairaland.com/cyberbishop,Webspace ,"August 12, 2019",9:49am,Live for the now. Tomorrow isn't guaranteed ,m,,10 days & 9 hours
Luzebox,https://www.nairaland.com/luzebox,,"January 21, 2020",6:57am On Jul 13,,m,,5 days
Donwalexxy,https://www.nairaland.com/donwalexxy,Nigeria,"April 06, 2019",12:43pm,,m,Donwalexxy,11 days & 7 hours
digitexmedia,https://www.nairaland.com/digitexmedia,,"April 05, 2022",12:36pm On Apr 05,,,,19 minutes & 12 seconds
charlyazods,https://www.nairaland.com/charlyazods,Nigeria,"July 14, 2015",12:00pm On Apr 26,"For Job vacancy opportunities and enlightenment tips, visit https://myjobsinnigeria.",m,@charlyazods,2 days & 22 hours
alexmicheal500,https://www.nairaland.com/alexmicheal500,,"July 16, 2020",12:30pm,,,,4 hours & 34 minutes
avalon7,https://www.nairaland.com/avalon7,,"October 22, 2018",10:06am On Jul 20,Work hard ,m,,7 days & 15 hours
Hotty321,https://www.nairaland.com/hotty321,,"April 08, 2022",1:19pm,,m,,1 day & 10 hours
alangrin55,https://www.nairaland.com/alangrin55,,"February 19, 2020",9:37am On Jul 18,,,,1 hour & 51 minutes
BARUNOH,https://www.nairaland.com/barunoh,,"July 01, 2014",12:23am On Apr 12,,,,3 hours & 21 minutes
micasmith,https://www.nairaland.com/micasmith,,"April 12, 2022",3:28pm On Jun 08,,,,5 minutes & 43 seconds
Deedax,https://www.nairaland.com/deedax,"Zaria, Kaduna State","May 15, 2018",11:25am On Jul 24,,m,,17 hours & 12 minutes
Pheo,https://www.nairaland.com/pheo,somewhere,"October 28, 2017",9:14am,keep evolving,,aspiring 1st lady,8 days & 3 hours
Kiliwuwu,https://www.nairaland.com/kiliwuwu,,"November 10, 2021",12:43pm On Jul 11,,,,8 days & 15 hours
James3212,https://www.nairaland.com/james3212,,"April 20, 2022",11:33pm On Jul 15,,,,3 days & 4 hours
Oza200,https://www.nairaland.com/oza200,,"April 24, 2022",9:32am On Jul 21,,,,1 day & 10 hours
dansiecrown,https://www.nairaland.com/dansiecrown,,"June 28, 2014",11:32am On Apr 27,,,,8 minutes & 21 seconds
Felixzy2,https://www.nairaland.com/felixzy2,Nigeria,"April 28, 2022",7:49pm On May 11,Authentic information,m,,1 hour & 29 minutes
Gracey86,https://www.nairaland.com/gracey86,Nigeria,"April 26, 2022",5:23pm On Jul 06,One with God is with majority,f,,13 hours & 59 minutes
qtguru,https://www.nairaland.com/qtguru,Nigeria,"January 20, 2021",4:41pm,Reading books and seeking more information. What's the general truth ,m,,1 month & 27 days
MisterOladipo,https://www.nairaland.com/misteroladipo,Lagos,"June 14, 2013",6:53am On May 31,,m,Oladipookiki,8 days
Blake25000,https://www.nairaland.com/blake25000,,"May 08, 2022",7:03am On Jun 11,,,,22 minutes & 44 seconds
Melkam22,https://www.nairaland.com/melkam22,,"April 03, 2022",1:32pm,,,,1 day & 14 hours
keerthi23,https://www.nairaland.com/keerthi23,,"May 11, 2022",10:57am On May 17,,,,16 minutes & 48 seconds
Fr4nk,https://www.nairaland.com/fr4nk,"Lagos, Nigeria","July 13, 2020",1:01pm,I love Python (The programming language not the snake),m,,15 hours & 47 minutes
opemipo28,https://www.nairaland.com/opemipo28,,"May 10, 2022",2:40am On Jun 02,,,,2 hours & 16 minutes
airsaylongcome,https://www.nairaland.com/airsaylongcome,,"December 06, 2020",4:36pm,,,,1 month & 12 days
LUAN,https://www.nairaland.com/luan,West Africa ,"March 18, 2022",11:45am On Jul 14,,m,,2 days & 16 hours
Ayowoleminiyi,https://www.nairaland.com/ayowoleminiyi,,"June 15, 2021",4:46pm,,m,,9 days & 3 hours
dubbs007,https://www.nairaland.com/dubbs007,,"May 17, 2022",5:05pm On Jun 09,,,,49 minutes & 42 seconds
FaruqMadridCr7,https://www.nairaland.com/faruqmadridcr7,"Ibadan, Nigeria","March 21, 2020",2:42pm On Jun 21,I just want to have as much knowledge as I can... ,m,https://twitter.com/TaiwoFaruq07?t=tXA0iAxTrTqE2FYv1n4ZiA&s=09,14 days & 15 hours
Abokicryptonews,https://www.nairaland.com/abokicryptonews,,"March 24, 2022",9:35am On Jun 25,,,,9 hours & 57 minutes
WebWriter,https://www.nairaland.com/webwriter,,"February 21, 2022",6:48am,,,,1 day & 19 hours
olusegunadex,https://www.nairaland.com/olusegunadex,,"October 22, 2013",10:55am On Jun 05,,,,2 days & 15 hours
Auskyd,https://www.nairaland.com/auskyd,,"September 16, 2020",3:45pm,#FIA,m,,23 days & 4 hours
Azzrael,https://www.nairaland.com/azzrael,,"October 15, 2021",8:10am,,,,11 days & 18 hours
Obere4u,https://www.nairaland.com/obere4u,,"April 18, 2012",3:34pm,,,@Nwosa3,5 months & 13 days
emmzo,https://www.nairaland.com/emmzo,,"January 03, 2019",3:50pm,,m,,4 days & 7 hours
flexible001,https://www.nairaland.com/flexible001,466 light city estate abuja,"March 05, 2019",2:51pm,,m,@fetty4u1,2 days & 10 hours
Cassahav,https://www.nairaland.com/cassahav,,"May 11, 2022",12:59am,,,,1 day & 9 hours
Manamana,https://www.nairaland.com/manamana,,"May 06, 2021",2:38pm On Jul 11,,,,4 hours & 41 minutes
DHaran,https://www.nairaland.com/dharan,,"August 18, 2020",11:32am On Jul 24,,,,14 days & 1 hour
DrLevi,https://www.nairaland.com/drlevi,,"September 26, 2018",4:42pm,,,,2 months & 12 days
maverick1995,https://www.nairaland.com/maverick1995,,"July 09, 2019",10:33am On Jul 22,,,,1 month & 6 days
Couzy21,https://www.nairaland.com/couzy21,"Ile-ife,Osun State","June 29, 2014",2:28am,"Just enjoying life, in my own little way.",m,,1 month & 17 days
Esiman,https://www.nairaland.com/esiman,Port Harcourt ,"April 11, 2015",6:44pm On Jul 24,You Just Need Consistency To Succeed,m,,13 days & 22 hours
allsoftgo,https://www.nairaland.com/allsoftgo,,"May 30, 2022",9:33am On Jul 22,,,,11 minutes & 7 seconds
iceberg02,https://www.nairaland.com/iceberg02,Somewhere in the milky way galaxy!,"July 26, 2017",4:27pm,,m,,2 months & 15 days
Mdfaro,https://www.nairaland.com/mdfaro,lagos city,"October 25, 2010",11:51am On Jul 02,am cool guy  from mummy's womb,m,mdfaculty,5 days & 19 hours
wizkar2003,https://www.nairaland.com/wizkar2003,,"June 10, 2016",6:04pm On Jun 16,,,,3 days & 18 hours
saxwizard,https://www.nairaland.com/saxwizard,Ib city,"August 26, 2014",8:05am,Go renewable. go green. go solar,m,,2 months
Bukolammy,https://www.nairaland.com/bukolammy,,"June 12, 2022",1:16pm On Jun 15,,,,18 minutes & 21 seconds
Annies01,https://www.nairaland.com/annies01,,"May 11, 2022",3:17am On Jun 16,,,,44 minutes & 44 seconds
marksburg,https://www.nairaland.com/marksburg,,"June 04, 2016",4:35pm,,,,24 days & 10 hours
